ledger_id,window,mechanism,phase,as_of_date,payer,recipient,universe,instrument,amount_original,original_unit,normalized_ars_million,valuation_basis,source_id,source_locator,realization_status,additivity,status_interpretation,caveat
F112,2008,Debt_buyback,PUBLIC_TENDER_CALL,2008-09-10,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,B2012_B2013_GDPARS_GDPUSD,100000000,ARS_announced_ceiling,100,ARS_MILLION_MAXIMUM,e0_argentina_llamado_recompra_2008_09_10,PDF_pp1_2,CALL_PUBLISHED_T_PLUS_3_PAYMENT_OPEN,NON_ADDITIVE_CEILING,Tercer llamado; títulos 15/09 y liquidación prevista 16/09.,Máximo anunciado no es adjudicación ni pago.
F113,2008,Debt_buyback,PUBLIC_TENDER_CALL,2008-10-01,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,GDPARS_GDPUSD,100000000,ARS_announced_ceiling,100,ARS_MILLION_MAXIMUM,e0_argentina_llamado_recompra_2008_10_01,PDF_pp1_2,CALL_PUBLISHED_T_PLUS_3_PAYMENT_OPEN,NON_ADDITIVE_CEILING,Cuarto llamado; títulos 06/10 y liquidación prevista 07/10.,Máximo anunciado no es adjudicación ni pago.
F114,2008,Debt_buyback,FOUR_CALL_CEILING_CONTROL,2008-08-27/2008-10-01,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,B2012_B2013_GDPARS_GDPUSD,550000000,ARS_announced_ceiling,550,AWARDS_EQUAL_24.65567543PCT_OF_CEILINGS,e0_argentina_llamado_recompra_2008_08_27;e0_argentina_llamado_recompra_2008_09_03;e0_argentina_llamado_recompra_2008_09_10;e0_argentina_llamado_recompra_2008_10_01,four_call_PDFs_pp1_2,ANNOUNCED_MAXIMA_AWARDS_KNOWN_SETTLEMENT_OPEN,CONTROL_NOT_ADDITIVE,Los cuatro máximos suman ARS 550m; adjudicado efectivo ARS 135606214.86.,"El porcentaje utiliza máximos de convocatoria como denominador descriptivo, no compromiso ni presupuesto ejecutado."
F115,2008,Debt_buyback,BCRA_APPROX_PROGRAM_CONTROL,2008-10,Tesoro_Nacional,Market_counterparties_unknown,Program_from_August,Public_debt_unspecified,420000000,USD_approx,N/D,BCRA_MONTO_CERCANO,e0_bcra_inflation_report_q4_2008_buyback_control,PDF_p51_printed_p50,APPROXIMATE_AGGREGATE_CONTROL,CONTROL_NOT_ADDITIVE,BCRA supplies an independent approximate program control.,"No instrument, counterparty or settlement split."
F116,2009,BODEN_2012_strip_buyback,PRIMARY_CALL_AND_ROUTE,2009-06-10,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,BODEN_2012_coupon_15_strip,N/D,TOTAL_COUPON_EMISSION,N/D,CALL_MAXIMUM_NON_NUMERIC,e0_mecon_strip_boden2012_call_2009_06_10,PDF_pp1_2,CALL_PUBLISHED_T_PLUS_3_PAYMENT_OPEN,NON_ADDITIVE,"Call fixes ISIN, T+2, Caja account and T+3.",Route does not confirm transfer or payment.
F117,2009,BODEN_2012_strip_buyback,PRIMARY_TENDER_RESULT,2009-06-12,Tesoro_Nacional,Twenty_accepted_offers,MAE_public_tender,BODEN_2012_coupon_15_strip,33691889.24,USD_effective_coupon_value,N/D,OFFICIAL_35_OFFERS_20_ACCEPTED,e0_mecon_strip_boden2012_result_2009_06_12,PDF_pp1_3,AWARDED_SETTLEMENT_OPEN,NON_ADDITIVE,Primary result fixes exact offered and awarded effective values.,Award is not Caja delivery or BCRA payment.
F118,2009,BODEN_2012_strip_buyback,UNDERLYING_VNO_CONTROL,2009-06-12,Tesoro_Nacional,Twenty_accepted_offers,MAE_public_tender,BODEN_2012_underlying,265707100,USD_underlying_VNO,N/D,SUM_ACCEPTED_ANNEX_ROWS,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,DERIVED_EXACT_CONTROL,CONTROL_NOT_ADDITIVE,Underlying VNO is reconstructed exactly from accepted rows.,Do not equate underlying VNO with effective coupon value.
F119,2009,BODEN_2012_strip_buyback,PRICE_AND_SAVING_CONTROL,2009-06-12,Tesoro_Nacional,Twenty_accepted_offers,MAE_public_tender,BODEN_2012_coupon_15_strip,637468.08,USD_saving,N/D,CUTOFF_12.70_AVERAGE_12.68_DISCOUNT_1.86PCT,e0_mecon_strip_boden2012_result_2009_06_12,PDF_p1,OFFICIAL_RESULT_CONTROL,CONTROL_NOT_ADDITIVE,"Official result reports cutoff, weighted average, discount and saving.",Saving is not expenditure or settled cash.
F120,2009,BODEN_2012_strip_buyback,PARTICIPANT_RECONSTRUCTION,2009-06-12,Tesoro_Nacional,Seven_MAE_participants,Twenty_accepted_offers,BODEN_2012_coupon_15_strip,7,participants,N/D,GROUPED_ACCEPTED_ANNEX_ROWS,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,PARTICIPANTS_IDENTIFIED_HOLDERS_OPEN,NON_ADDITIVE,Accepted rows group to seven named market participants.,Participants are not ultimate holders or beneficiaries.
F121,2008,Debt_buyback,APPROXIMATE_AGGREGATE_BRIDGE,2008-08/2008-10,Tesoro_Nacional,Market_counterparties_unknown,First_stage_plus_public_tenders,Mixed_public_debt,423908257.2082172386578130481932799826194,USD_synthetic,N/D,BCRA_CONTROL_GAP_0.93053743%,e0_bcra_inflation_report_q4_2008_buyback_control;E0_FISCAL_BUYBACK_APPROX_AGGREGATE_BRIDGE_V160.csv,PDF_p51;bridge,NEAR_AGGREGATE_CONSISTENCY_ONLY,CONTROL_NOT_ADDITIVE,Approximate USD380m plus date-converted public results lies near the BCRA USD420m control.,Approximate inputs and scope differences prohibit exact reconciliation.
F122,2018,BODEN_information_request,PUBLIC_API_RECORD_SCHEMA,2018-08-14/2018-09-11,AGN,Information_requester,Public_transparency_record,BODEN_2006_2012_2013_reports,N/D,N/D,N/D,SCHEMA_AND_ROUTE_ONLY,e0_agn_api_boden_request_2018_record,JSON_data_attributes_relationships,EXACT_PUBLIC_RECORD_NO_ATTACHMENT,NON_ADDITIVE,Exact public node fixes the request scope and response dates but exposes no report identifiers or file relationship.,Public schema absence does not prove no offline reply existed.
F123,2009-2013,Public_debt_holdings,CUSTODIAN_INFORMATION_GAP,2014,AGN,CNV_and_Caja_de_Valores,Public_sector_agency_holdings,Public_debt_instruments,N/D,N/D,N/D,PRIMARY_AUDIT_REQUEST_NONPRODUCTION,e0_agn_res_041_2016_deuda_custodian_gap,PDF_pp20_21_101,CUSTODIAN_DATA_NOT_OBTAINED,NON_ADDITIVE,AGN documents that custodian-route requests did not yield holdings data.,Non-production is not zero holdings and does not identify private beneficiaries.
F124,2014,Public_debt_holdings,CAJA_TO_CNV_REFERRAL,2014-11-19,Caja_de_Valores,AGN_via_CNV,Public_sector_agency_holdings,Public_debt_instruments,N/D,N/D,N/D,CAJA_NOTE_REFERRED_REQUEST_TO_SUPERVISOR,e0_agn_res_041_2016_deuda_custodian_gap,PDF_p20_note_7,PRIMARY_REFERRAL_NOTE,NON_ADDITIVE,Caja guidance reproduced by AGN directs the request through CNV.,Referral is not holder identification or settlement confirmation.
F125,2009-2014,Intra_public_sector_debt,PUBLISHED_VS_DMO_DISCREPANCY_CONTROL,2009-2014,MECON_DMO,Public_information_users,DISP_aggregate,All_public_debt,3937,USD_million_approx_difference,N/D,AGN_CUMULATIVE_APPROXIMATE_DIFFERENCE,e0_agn_res_041_2016_deuda_custodian_gap,PDF_p19,AGGREGATE_SOURCE_VINTAGE_CONTROL,CONTROL_NOT_ADDITIVE,AGN reports approximate cumulative differences between published DISP and DMO note data.,"Do not allocate to BODEN, buybacks, banks or beneficiaries."
F126,2008Q3,Debt_buyback,ACCOUNTING_STOCK_REDUCTION,2008-09-30,Tesoro_Nacional,Debt_stock,Public_tender_BODEN_2012_2013,BODEN_2012_BODEN_2013,16.814,USD_million_residual_principal,50.86235,OFFICIAL_Q3_FLOW_TABLE_AND_EXACT_RESIDUAL_AWARD_MATCH,e0_argentina_deuda_publica_2008_q3,A.5.1!A25:C27,ACCOUNTED_AGGREGATE_DEBT_REDUCTION_EXACT_MATCH,NON_ADDITIVE_WITH_PUBLIC_BODEN_AWARD_ROWS,"La baja contable agregada coincide exactamente con BODEN 2012 VNO 17.193m×0,5 más BODEN 2013 VNO 13.148m×0,625.","No prueba por sí sola el matching, la recepción por oferta/ronda ni el pago BCRA."
F127,2008Q4,Debt_buyback,ACCOUNTING_STOCK_REDUCTION,2008-12-31,Tesoro_Nacional,Debt_stock,Excess_growth_reference_year_2006_aggregate,Discount_en_pesos_5.83_2033_ARARGE03E121,1506.71011,USD_million,4723.53619,EXACT_V160_CROSS_SOURCE_STOCK_REPORT_ACCOUNTING_BRIDGE,e0_argentina_deuda_publica_2008_q3;e0_argentina_deuda_publica_2008_q4;e0_argentina_recompras_decreto_1735_04_report;e0_argentina_sigade_2008_q3,Q3/Q4 A.12.2 row31;Q4 A.5.1 row29;PDF p2;SIGADE SALDOS,ACCOUNTED_AGGREGATE_DEBT_REDUCTION_EXACT_INSTRUMENT_ALLOCATION,NON_ADDITIVE_WITH_ANNUAL_TOTAL,"La baja Q4 se asigna al Discount en Pesos: VNO reportado ARS 2.748,50m, VNO derivado ARS 2.748,478269m y baja actualizada ARS 4.723,53619m.","No individualiza fecha, vendedor, matching Caja ni riel/orden de pago; GDP Units siguen fuera del cuadro."
F128,2008,Debt_buyback,ACCOUNTING_ANNUAL_TOTAL,2008-12-31,Tesoro_Nacional,Debt_stock,Public_debt_securities_excluding_GDP_units,Public_securities_unsplit,1523.52411,USD_million,N/D,OFFICIAL_ANNUAL_FLOW_TABLE,e0_argentina_deuda_publica_2008_q4,A.5.4!A25:B27,ACCOUNTED_ANNUAL_REPURCHASE_REDUCTION,TOTAL_DO_NOT_ADD_TO_F126_F127,El total anual coincide exactamente con las reducciones Q3 y Q4.,Excluye GDP Units y no sustituye los registros de Caja o pago.
F129,2008Q4,GDP_unit_buyback,ACCOUNTING_SCOPE_NOTE,2008-12-31,Tesoro_Nacional,GDP_unit_holders_unknown,GDP_units,GDP_UNITS_UNSPLIT,N/D,EXCLUDED_FROM_TABLE,N/D,OFFICIAL_Q4_FOOTNOTE,e0_argentina_deuda_publica_2008_q4,A.5.1!A62:C63;A.5.4!A61:B62,ACCOUNTING_ACKNOWLEDGMENT_AMOUNT_EXCLUDED,NON_ADDITIVE,La nota reconoce la recompra de GDP Units pero excluye su monto del cuadro de deuda.,"Exclusión no equivale a cero, reversa, pago confirmado ni baja de principal."
F130,REFERENCE_2006_REFLECTED_IN_2008Q4_STOCK,Debt_buyback_excess_growth,OFFICIAL_RETROSPECTIVE_INSTRUMENT_REPORT_VNO,2008Q4_STOCK_BRIDGE,Tesoro_Nacional,Instrument_holders_unknown,Five_percent_excess_growth_reference_2006,Discount_en_pesos_5.83_2033_ARARGE03E121,2748.50,ARS_million_VNO,N/D,OFFICIAL_REPORT_PAGE_2,e0_argentina_recompras_decreto_1735_04_report,PDF_p2,OFFICIAL_EFFECTED_AGGREGATE_INSTRUMENT_REPURCHASE,NON_ADDITIVE_WITH_F127_F131,El informe oficial identifica el VNO adquirido por especie y el ISIN.,Año de referencia no equivale a fecha de cada compra; no publica contrapartes ni asientos.
F131,REFERENCE_2006_REFLECTED_IN_2008Q4_STOCK,Debt_buyback_excess_growth,OFFICIAL_RETROSPECTIVE_INSTRUMENT_REPORT_EFFECTIVE_VALUE,2008Q4_STOCK_BRIDGE,Tesoro_Nacional,Instrument_holders_unknown,Five_percent_excess_growth_reference_2006,Discount_en_pesos_5.83_2033_ARARGE03E121,1415.50,ARS_million_effective_value,1415.50,OFFICIAL_REPORT_PAGE_2,e0_argentina_recompras_decreto_1735_04_report,PDF_p2,OFFICIAL_AGGREGATE_EFFECTIVE_VALUE_REPORTED_PAYMENT_RAIL_OPEN,NON_ADDITIVE_WITH_F127_F130,El valor efectivo agregado queda separado del VNO y de la baja contable actualizada.,No equivale a constancia de pago cursado por BCRA ni identifica receptores finales.
F132,REFERENCE_2006_REPURCHASE_DURING_2008,Debt_buyback_excess_GDP,OFFICIAL_GDP_ARS_EFFECTIVE_COMPONENT,CALENDAR_2008_INDIVIDUAL_DATE_OPEN,Tesoro_Nacional,Instrument_holders_unknown,Five_percent_excess_GDP_reference_2006,GDP_Unit_ARS_ARARGE03E147,1858.10,ARS_million_effective_value,1858.10,OFFICIAL_RETROSPECTIVE_REPORT_PAGE_2,e0_argentina_recompras_decreto_1735_04_report;e0_argentina_2005_prospectus_supplement,PDF_p2;S-19/S-69,OFFICIAL_AGGREGATE_REPURCHASE_COMPONENT_CONTRACTUAL_CANCELLATION_RECORD_OPEN,NON_ADDITIVE_WITH_F134,VNO ARS 43824.10m; efectivo ARS 1858.10m; ventana contractual 2008.,"No acredita fecha, vendedor, modalidad, asiento CRyL ni pago."
F133,REFERENCE_2006_REPURCHASE_DURING_2008,Debt_buyback_excess_GDP,OFFICIAL_GDP_USD_LA_EFFECTIVE_COMPONENT,CALENDAR_2008_INDIVIDUAL_DATE_OPEN,Tesoro_Nacional,Instrument_holders_unknown,Five_percent_excess_GDP_reference_2006,GDP_Unit_USD_Argentine_law_ARARGE03E154,28.00,ARS_million_effective_value,28.00,OFFICIAL_RETROSPECTIVE_REPORT_PAGE_2,e0_argentina_recompras_decreto_1735_04_report;e0_argentina_2005_prospectus_supplement,PDF_p2;S-19/S-69,OFFICIAL_AGGREGATE_REPURCHASE_COMPONENT_CONTRACTUAL_CANCELLATION_RECORD_OPEN,NON_ADDITIVE_WITH_F134,VNO USD 260.90m; efectivo ARS 28.00m; ventana contractual 2008.,No mezclar moneda del VNO con moneda del efectivo ni inferir riel de pago.
F134,REFERENCE_2006_REPURCHASE_DURING_2008,Debt_buyback_excess_GDP,GDP_UNITS_EFFECTIVE_SUBTOTAL,CALENDAR_2008_INDIVIDUAL_DATE_OPEN,Tesoro_Nacional,Instrument_holders_unknown,GDP_Units_reference_2006,ARARGE03E147_and_ARARGE03E154,1886.10,ARS_million_effective_value,1886.10,EXACT_SUM_OFFICIAL_COMPONENTS,e0_argentina_recompras_decreto_1735_04_report,PDF_p2,OFFICIAL_AGGREGATE_EFFECTIVE_SUBTOTAL_INDIVIDUAL_SETTLEMENT_OPEN,TOTAL_DO_NOT_ADD_TO_F132_F133,ARS 1858.10m + ARS 28.00m = ARS 1886.10m; con Discount ARS 1415.50m reproduce ARS 3301.60m.,"Subtotal efectivo no es principal, baja contable ni débito BCRA."
F135,REFERENCE_2007_ANNOUNCED_2008_11_25,GDP_linked_contingent_payment,THIRD_COUPON_ANNOUNCEMENT,2008-11-25,República_Argentina,GDP_Unit_holders,Five_GDP_Unit_variants,US040114GM64;ARARGE03E154;XS0209139244;ARARGE03E147;ARARGE03E675,N/D_VECTOR_IN_STATUS,payment_per_unit_by_currency,N/D,OFFICIAL_COUPON_COMMUNIQUE,e0_argentina_gdp_units_third_payment_2008,PDF_p1,OFFICIAL_COUPON_ANNOUNCEMENT_SEPARATE_FROM_REPURCHASE,NON_ADDITIVE_SEPARATE_EVENT,"Importes por unidad: USD 0.0227980 (NY y ley argentina), EUR 0.0198520, ARS 0.0245480 y JPY 0.0241512.",Referencia 2007; no es la recompra referencia 2006 ni su consideración efectiva.
F136,2008-08-28/2008-10-02,Debt_buyback_excess_GDP,PUBLIC_TENDER_GDP_ARS_AWARDS,FOUR_TENDER_DATES,Tesoro_Nacional,Awarded_participants_ultimate_holders_open,Reference_2006_Excess_GDP,GDP_Unit_ARS_ARARGE03E147,89.0056851,ARS_million_effective_awarded,89.0056851,SUM_FOUR_SUCCESSFUL_OFFICIAL_RESULT_ROWS,four_official_tender_results;e0_cgn_cuenta_inversion_2008_sdp,four_results;printed_pp63_64,AWARDED_AND_OFFICIALLY_IMPUTED_SETTLEMENT_OPEN,COMPONENT_OF_F138_AND_F134,Four GDP-ARS awards are part of the reference-2006 bucket.,Scheduled settlement is not independently confirmed.
F137,2008-09-04/2008-10-02,Debt_buyback_excess_GDP,PUBLIC_TENDER_GDP_USD_AWARDS,TWO_TENDER_DATES,Tesoro_Nacional,Awarded_participants_ultimate_holders_open,Reference_2006_Excess_GDP,GDP_Unit_USD_ARARGE03E154,7.68024926,ARS_million_effective_awarded,7.68024926,SUM_TWO_SUCCESSFUL_OFFICIAL_RESULT_ROWS_WITH_PUBLISHED_FX,four_official_tender_results;e0_cgn_cuenta_inversion_2008_sdp,two_results;printed_pp63_64,AWARDED_AND_OFFICIALLY_IMPUTED_SETTLEMENT_OPEN,COMPONENT_OF_F138_AND_F134,Two GDP-USD awards are part of the reference-2006 bucket.,Effective ARS is distinct from USD VNO and native consideration.
F138,2008-08-28/2008-10-02,Debt_buyback_excess_GDP,PUBLIC_TENDER_GDP_EFFECTIVE_SUBTOTAL,FOUR_TENDER_DATES,Tesoro_Nacional,Awarded_participants_ultimate_holders_open,Reference_2006_Excess_GDP,ARARGE03E147_and_ARARGE03E154,96.68593436,ARS_million_effective_awarded,96.68593436,DECIMAL_SUM_F136_F137,four_official_tender_results;e0_cgn_cuenta_inversion_2008_sdp,E0_REFERENCE_2006_PUBLIC_TENDER_AWARDS_V160.csv,PUBLIC_AWARD_SUBTOTAL_ACCOUNTING_IMPUTED_SETTLEMENT_OPEN,TOTAL_DO_NOT_ADD_TO_F136_F137,5.13% of GDP effective subtotal and 2.93% of complete reference-2006 effective total.,Percentages respect rounded official denominators.
F139,CALENDAR_2008,Debt_buyback_excess_GDP,OTHER_PURCHASE_CHANNEL_ARITHMETIC_RESIDUAL,INDIVIDUAL_DATES_OPEN,Tesoro_Nacional,Instrument_holders_unknown,Reference_2006_Excess_GDP,THREE_ISIN,3204.91406564,ARS_million_effective_residual_central,3204.91406564,ROUNDED_OFFICIAL_TOTAL_MINUS_EXACT_PUBLIC_GDP_AWARDS,e0_argentina_recompras_decreto_1735_04_report;four_official_tender_results,PDF_p2;MA133_TOTAL,ARITHMETIC_RESIDUAL_NOT_TRANSACTION_LEDGER,COMPLEMENT_OF_F138_WITHIN_F134_PLUS_F131,Central residual ARS 3204.91406564m with ±ARS 0.005m aggregate rounding band.,"Do not describe the residual as one direct trade, one seller or one payment."
F140,2008,Debt_buyback_excess_GDP,PROGRAM_TO_EXCESS_GDP_ACCOUNTING_IMPUTATION,CUENTA_INVERSION_2008,Tesoro_Nacional,N/A_ACCOUNTING_CLASSIFICATION,Eligible_2005_restructuring_securities_purchased_under_program,PROGRAM_ELIGIBLE_SUBSET,N/A,TEXTUAL_ATTRIBUTION,N/D,CGN_PRINTED_PAGE_64,e0_cgn_cuenta_inversion_2008_sdp,printed_pp63_64,OFFICIAL_ACCOUNTING_IMPUTATION_BRIDGE,NON_ADDITIVE,Connects eligible public-program purchases to the reference-2006 Excess GDP bucket.,Does not make all mixed-program purchases eligible or prove settlement.
F141,2008-08-28/2008-10-02,Debt_buyback_excess_GDP,PUBLIC_TENDER_PARTICIPANT_DISTRIBUTION,FOUR_TENDER_DATES,Tesoro_Nacional,Four_named_MAE_participants_ultimate_holders_open,Reference_2006_Excess_GDP_public_tender_subset,ARARGE03E147_and_ARARGE03E154,96.6859343509,ARS_million_effective_raw,96.6859343509,SUM_TEN_PARTICIPANT_INSTRUMENT_ROWS,four_official_tender_results;e0_argentina_rc_212_24_2008_recompra,E0_REFERENCE_2006_PUBLIC_TENDER_PARTICIPANT_DISTRIBUTION_V160.csv,PARTICIPANT_AWARD_DISTRIBUTION_EXACT_SETTLEMENT_AND_HOLDERS_OPEN,DECOMPOSITION_OF_F138_DO_NOT_ADD,Four published participant labels reconcile to the six GDP award subtotal within ARS 0.0091 rounding.,Participant may be intermediary or own-account bidder; not ultimate holder.
F142,2008-08-04/2008-10-07,Debt_buyback_excess_GDP,BCRA_PAYMENT_ACCOUNT_DIRECTORY,B9322_DIRECTORY,Tesoro_Nacional,Citibank_HSBC_Standard_account_candidates_MERVAL_open,Public_GDP_award_payment_route,BCRA_ARS_USD_CURRENT_ACCOUNTS,N/A,ACCOUNT_IDENTIFIERS,N/D,CONTEMPORANEOUS_BCRA_DIRECTORY,e0_bcra_com_b9322_cuentas_corrientes_2008,PDF_pp2_6,ACCOUNT_DIRECTORY_MATCH_THREE_PARTICIPANTS_PAYMENT_OPEN,NON_ADDITIVE,ARS/USD account numbers are identified for three bank participants; MERVAL routing remains open.,"Account existence is not an order, debit or credit record."
F143,2008-08-28/2008-10-02,Debt_buyback_excess_GDP,PUBLIC_PARTICIPANT_CONCENTRATION_DESCRIPTOR,FOUR_TENDER_DATES,N/A,Named_participant_labels,Ten_GDP_participant_instrument_rows,ARARGE03E147_and_ARARGE03E154,5621.675971083157783991627445,DESCRIPTIVE_HHI_0_10000,N/D,SQUARED_RAW_AWARD_SHARES,four_official_tender_results,E0_REFERENCE_2006_PARTICIPANT_CONCENTRATION_V160.csv,DESCRIPTIVE_PARTICIPANT_CONCENTRATION_ONLY,NON_ADDITIVE,"Participant HHI 5621.68; top participant 71.33%, top two 93.66%.",Not a competition-law market HHI and not ultimate-beneficiary concentration.
F144,2008-09-02/2008-10-07,Debt_buyback_excess_GDP,PARTICIPANT_PAYMENT_DOCUMENT_CHAIN,FOUR_SCHEDULED_SETTLEMENT_DATES,Tesoro_Nacional,Awarded_entity_BCRA_account_per_procedure,Ten_GDP_participant_instrument_rows,ONCP_Caja_Finance_BCRA_CRyL_chain,N/A,DOCUMENT_CHAIN,N/D,RC_212_24_2008_PROCEDURE,e0_argentina_rc_212_24_2008_recompra;e0_bcra_com_b9322_cuentas_corrientes_2008,Anexo_1.4_1.12_2.1_2.5;B9322_pp2_6,PROCEDURAL_ROUTE_AND_TARGETS_IDENTIFIED_EXECUTION_OPEN,NON_ADDITIVE,"The expected record chain is now targetable by participant, date, ISIN and candidate account.","No transfer, T+3 report, payment order, credit or cancellation is yet independently confirmed."
F145,2009-06-30/2009-11-23,Debt_audit_2008,AGN_PROJECT_TO_FINAL_REPORT_BRIDGE,2009,N/A,N/A,All_public_debt_2008,AGN_48_0237_09_Res202_Act41,27,PCT_PROJECT_PROGRESS,N/D,AGN_Q2_PROJECT_TRACKER,e0_agn_informe_segundo_trimestre_2009_act_48_0237_09;e0_agn_res_202_2009_act_41_2009_deuda;e0_agn_api_informe_res202_act41_2009;e0_agn_res_202_2009_act_41_2009_resolution,tracker_p22;report_p3;official_api;resolution_pp1_3,FINAL_REPORT_IDENTITY_CLOSED_PROJECT_CODE_CONTEXTUAL_NOT_LITERAL,NON_ADDITIVE,"Actuación 41/2009, Resolución 202/2009 and the final report are one exact public record; 48 0237/09 is a strong contextual project bridge.",No public source prints the internal project code together with the final identifiers; none is operation-level settlement evidence.
F146,2008,Debt_audit_2008,AGN_AGGREGATE_FLOW_ARITHMETIC,2008-12-31,N/A,N/A,All_public_debt_2008,Aggregate_placements,769,USD_million_unexplained_literal_gap,N/D,21830_MINUS_20200_VS_PUBLISHED_2399,e0_agn_res_202_2009_act_41_2009_deuda,PDF_pp9_11,PUBLIC_REPORT_INTERNAL_ARITHMETIC_TENSION,NON_ADDITIVE,"Literal components net to USD1630m, USD769m below the published USD2399m net.","Do not repair, accuse or allocate the gap without workpapers."
F147,2008,Debt_buyback_support_services,ANNUAL_PROVIDER_FEE_ACCOUNT_KEYS,2008-12-31,Tesoro_Nacional,Caja_Citibank_BNA_mixed_annual_services,Anexo_K_other_budget_operations,SIGADE_SIDIF_service_rows,10215714.74,ARS_Caja_annual_recomputed,10.21571474,SUM_THREE_CAJA_ROWS,e0_cgn_cuenta_inversion_2008_sdp,PDF_p67_Anexo_K,ANNUAL_PROVIDER_FEES_EXACT_BUYBACK_ALLOCATION_OPEN,CONTROL_NOT_ADDITIVE,Three Caja rows supply exact SIGADE keys and sum to ARS10.216m.,Not attributable to the buyback program without the subledger.
F148,2008-09-02/2008-10-07,Debt_buyback_excess_GDP,EXECUTED_SETTLEMENT_EVIDENCE_LADDER,FOUR_SCHEDULED_SETTLEMENT_DATES,Tesoro_Nacional,Named_participants_ultimate_holders_open,Ten_GDP_participant_instrument_rows,ONCP_Caja_Finance_BCRA_CRyL_chain,0/10,EXECUTED_ROWS_CONFIRMED,N/D,PUBLIC_ROUTE_AUDIT,multiple_primary_sources,E0_SETTLEMENT_EVIDENCE_LADDER_SUMMARY_V160.csv,ZERO_EXECUTED_STAGES_CONFIRMED_NOT_ZERO_EXECUTION,NON_ADDITIVE,"Awards 10/10 and account candidates 9/10; ONCP body, Caja, payment and CRyL execution 0/10 confirmed.","Zero confirmed is an evidence status, not a zero realized amount."
F149,2008-2009,Debt_audit_2008,AGN_FINAL_REPORT_IDENTITY,2009,N/A,N/A,AGN_public_metadata,Act41_Res202_UUID,1,EXACT_UNIQUE_RECORD,N/D,JSONAPI_EXACT_FILTER,e0_agn_api_informe_res202_act41_2009;e0_agn_res_202_2009_act_41_2009_resolution,attributes;relationships;resolution_pp1_3,FINAL_REPORT_IDENTITY_CLOSED,NON_ADDITIVE,"Actuación, resolución, título and period identify one final report.",The internal project code is not printed.
F150,2009Q2-2009Q4,Debt_audit_2008,AGN_PROJECT_CONTEXT_AND_QUARTERLY_ANNEX_CHAIN,2010-04-12,N/A,N/A,AGN_activity_reports,48_0237_09_Act426_Act466,2,MISSING_PUBLIC_ANNEXES,N/D,Q2_TRACKER_PLUS_Q3_Q4_RESOLUTIONS,multiple_agn_primary_sources,QT133_01_03,PROJECT_CONTEXT_STRONG_Q3_Q4_ANNEX_BODY_OPEN,NON_ADDITIVE,Q3 and Q4 resolutions prove accompanying annexes existed but public bodies were not recovered.,No inference about final project percentage from missing annexes.
F151,2004/2008/2010,Debt_accounting_disclosure,SIGADE_SIDIF_DISCLOSURE_LADDER,2010-12-31,Tesoro_Nacional,Multiple_service_providers,CGN_Anexo_K,83006000_83008000_83095000_83020000_83106000,14,DISCLOSURE_ROWS,N/D,ANNUAL_COMPARATOR,e0_cgn_cuenta_inversion_2004_sdp;e0_cgn_cuenta_inversion_2008_sdp;e0_cgn_cuenta_inversion_2010_sdp,PDF_p72_p67_p74,ITEMIZED_FORMAT_FEASIBLE_TARGET_ALLOCATION_OPEN,NON_ADDITIVE,"Same account families can disclose individual SIDIF/C-41 IDs, while some annual rows use VARIOS.",Cross-year disclosure format does not allocate 2008 fees to buybacks.
F152,2016-2018,Debt_record_production,DADP_SIGADE_REPURCHASE_PROCESS_MAP,2022,N/A,N/A,ONCP_DADP_back_office,If2_Ib4_SIGADE_SIDIF_COMDOC,7,RECORD_PROCESS_LOCATORS,N/D,AGN_124_2022,e0_agn_2022_124_oncp_control_interno,PDF_pp14_25_26_75_78_79,PRODUCER_AND_RECORD_CLASSES_CONFIRMED_POST_2008,NON_ADDITIVE,The later manual/audit makes the missing record classes individually targetable.,Manual 2015 and audit period 2016-2018 do not retroactively prove 2008 contents.
F153,2008,Debt_buyback_excess_GDP,EXPEDIENT_PUBLIC_BODY_SEARCH,2026-08-30,N/A,N/A,S01_0342455_2008,ONCP_DADP_exp_file,0,PUBLIC_BODY_ROWS_RECOVERED,N/D,OFFICIAL_DOMAIN_SEARCH,e0_rc_212_24_2008_procedimiento_recompra,EX133_01_04,NORM_ONLY_BODY_NOT_LOCATED_PUBLICLY,NON_ADDITIVE,"The public norm proves file identity and custody, not body availability.",Zero public body rows is not zero execution.
